time,rainfall
2021-07-03 05:13:00,0.119
2021-07-03 05:14:00,0.119
2021-07-03 05:15:00,0.119
2021-07-03 05:16:00,0.119
2021-07-03 05:17:00,0.119
2021-07-03 05:18:00,0.119
2021-07-03 05:19:00,0.119
2021-07-03 05:20:00,0.119
2021-07-03 05:21:00,0.119
2021-07-03 05:22:00,0.119
2021-07-03 05:23:00,0.119
2021-07-06 18:34:00,0.0
2021-07-06 18:35:00,3.333
2021-07-06 18:36:00,0.667
2021-07-06 18:37:00,0.667
2021-07-06 18:38:00,0.667
2021-07-06 18:39:00,0.667
2021-07-06 18:40:00,0.667
2021-07-06 18:41:00,0.667
2021-07-06 18:42:00,0.667
2021-07-06 18:43:00,0.667
2021-07-06 18:44:00,0.667
2021-07-06 18:45:00,0.667
2021-07-07 17:28:00,0.0
2021-07-07 17:29:00,3.333
2021-07-07 17:30:00,1.667
2021-07-07 17:31:00,1.667
2021-07-07 17:32:00,3.333
2021-07-07 17:33:00,10.0
2021-07-07 17:34:00,3.333
2021-07-07 17:35:00,3.333
2021-07-07 17:36:00,3.333
2021-07-07 17:37:00,3.333
2021-07-07 17:38:00,1.667
2021-07-07 17:39:00,1.667
2021-07-07 17:40:00,0.667
2021-07-07 17:41:00,0.667
2021-07-07 17:42:00,0.667
2021-07-07 17:43:00,0.667
2021-07-07 17:44:00,0.667
2021-07-08 17:31:00,0.0
2021-07-08 17:32:00,3.333
2021-07-08 17:33:00,0.417
2021-07-08 17:34:00,0.417
2021-07-08 17:35:00,0.417
2021-07-08 17:36:00,0.417
2021-07-08 17:37:00,0.417
2021-07-08 17:38:00,0.417
2021-07-08 17:39:00,0.417
2021-07-08 17:40:00,0.417
2021-07-08 22:32:00,0.0
2021-07-08 22:33:00,3.333
2021-07-08 22:34:00,0.303
2021-07-08 22:35:00,0.303
2021-07-08 22:36:00,0.303
2021-07-08 22:37:00,0.303
2021-07-08 22:38:00,0.303
2021-07-08 22:39:00,0.303
2021-07-08 22:40:00,0.303
2021-07-08 22:41:00,0.303
2021-07-08 22:42:00,0.303
2021-07-08 22:43:00,0.303
2021-07-08 22:44:00,10.303
2021-07-08 22:45:00,16.667
2021-07-08 22:46:00,13.333
2021-07-08 22:47:00,10.0
2021-07-08 22:48:00,10.0
2021-07-08 22:49:00,3.333
2021-07-08 22:50:00,3.333
2021-07-08 22:51:00,1.667
2021-07-08 22:52:00,1.667
2021-07-08 22:53:00,0.417
2021-07-08 22:54:00,0.417
2021-07-08 22:55:00,0.417
2021-07-08 22:56:00,0.417
2021-07-08 22:57:00,0.417
2021-07-08 22:58:00,0.417
2021-07-08 22:59:00,0.417
2021-07-08 23:00:00,0.417
2021-07-09 19:43:00,0.0
2021-07-09 19:44:00,3.333
2021-07-09 19:45:00,0.278
2021-07-09 19:46:00,0.278
2021-07-09 19:47:00,0.278
2021-07-09 19:48:00,0.278
2021-07-09 19:49:00,0.278
2021-07-09 19:50:00,0.278
2021-07-09 19:51:00,0.278
2021-07-09 19:52:00,0.278
2021-07-09 19:53:00,0.278
2021-07-09 19:54:00,0.278
2021-07-09 19:55:00,0.278
2021-07-09 19:56:00,0.278
2021-07-09 19:57:00,0.417
2021-07-09 19:58:00,0.417
2021-07-09 19:59:00,0.417
2021-07-09 20:00:00,0.417
2021-07-09 20:01:00,0.417
2021-07-09 20:02:00,0.417
2021-07-09 20:03:00,0.417
2021-07-09 20:04:00,0.417
2021-07-09 20:05:00,0.417
2021-07-09 20:06:00,0.417
2021-07-09 20:07:00,0.417
2021-07-09 20:08:00,0.417
2021-07-09 20:09:00,0.417
2021-07-09 20:10:00,0.417
2021-07-09 20:11:00,0.417
2021-07-09 20:12:00,0.417
2021-07-09 20:13:00,0.333
2021-07-09 20:14:00,0.333
2021-07-09 20:15:00,0.333
2021-07-09 20:16:00,0.333
2021-07-09 20:17:00,0.333
2021-07-09 20:18:00,0.333
2021-07-09 20:19:00,0.333
2021-07-09 20:20:00,0.333
2021-07-09 20:21:00,0.333
2021-07-09 20:22:00,0.333
2021-07-09 20:23:00,0.278
2021-07-09 20:24:00,0.278
2021-07-09 20:25:00,0.278
2021-07-09 20:26:00,0.278
2021-07-09 20:27:00,0.278
2021-07-09 20:28:00,0.278
2021-07-09 20:29:00,0.278
2021-07-09 20:30:00,0.278
2021-07-09 20:31:00,0.278
2021-07-09 20:32:00,0.278
2021-07-09 20:33:00,0.278
2021-07-09 20:34:00,0.278
2021-07-09 20:35:00,0.476
2021-07-09 20:36:00,0.476
2021-07-09 20:37:00,0.476
2021-07-09 20:38:00,0.476
2021-07-09 20:39:00,0.476
2021-07-09 20:40:00,0.476
2021-07-09 20:41:00,0.476
2021-07-09 20:42:00,0.37
2021-07-09 20:43:00,0.37
2021-07-09 20:44:00,0.37
2021-07-09 20:45:00,0.37
2021-07-09 20:46:00,0.37
2021-07-09 20:47:00,0.37
2021-07-09 20:48:00,0.37
2021-07-09 20:49:00,0.37
2021-07-09 20:50:00,0.37
2021-07-09 20:51:00,0.37
2021-07-09 20:52:00,0.37
2021-07-09 20:53:00,0.37
2021-07-09 20:54:00,0.37
2021-07-09 20:55:00,0.37
2021-07-09 20:56:00,0.37
2021-07-09 20:57:00,0.37
2021-07-09 20:58:00,0.37
2021-07-09 20:59:00,0.37
2021-07-09 21:00:00,0.556
2021-07-09 21:01:00,0.556
2021-07-09 21:02:00,0.556
2021-07-09 21:03:00,0.556
2021-07-09 21:04:00,0.556
2021-07-09 21:05:00,0.556
2021-07-09 21:06:00,1.111
2021-07-09 21:07:00,1.111
2021-07-09 21:08:00,1.111
2021-07-09 21:09:00,0.667
2021-07-09 21:10:00,0.667
2021-07-09 21:11:00,0.667
2021-07-09 21:12:00,0.667
2021-07-09 21:13:00,0.667
2021-07-09 21:14:00,0.833
2021-07-09 21:15:00,0.833
2021-07-09 21:16:00,0.833
2021-07-09 21:17:00,0.833
2021-07-09 21:18:00,0.833
2021-07-09 21:19:00,0.833
2021-07-09 21:20:00,0.833
2021-07-09 21:21:00,0.833
2021-07-09 21:22:00,0.667
2021-07-09 21:23:00,0.667
2021-07-09 21:24:00,0.667
2021-07-09 21:25:00,0.667
2021-07-09 21:26:00,0.667
2021-07-09 21:27:00,0.417
2021-07-09 21:28:00,0.417
2021-07-09 21:29:00,0.417
2021-07-09 21:30:00,0.417
2021-07-09 21:31:00,0.417
2021-07-09 21:32:00,0.417
2021-07-09 21:33:00,0.417
2021-07-09 21:34:00,0.417
2021-07-09 21:35:00,0.476
2021-07-09 21:36:00,0.476
2021-07-09 21:37:00,0.476
2021-07-09 21:38:00,0.476
2021-07-09 21:39:00,0.476
2021-07-09 21:40:00,0.476
2021-07-09 21:41:00,0.476
2021-07-09 21:42:00,1.667
2021-07-09 21:43:00,1.667
2021-07-09 21:44:00,0.667
2021-07-09 21:45:00,0.667
2021-07-09 21:46:00,0.667
2021-07-09 21:47:00,0.667
2021-07-09 21:48:00,0.667
2021-07-09 21:49:00,0.833
2021-07-09 21:50:00,0.833
2021-07-09 21:51:00,0.833
2021-07-09 21:52:00,0.833
2021-07-09 21:53:00,0.667
2021-07-09 21:54:00,0.667
2021-07-09 21:55:00,0.667
2021-07-09 21:56:00,0.667
2021-07-09 21:57:00,0.667
2021-07-09 21:58:00,0.667
2021-07-09 21:59:00,0.667
2021-07-09 22:00:00,0.667
2021-07-09 22:01:00,0.667
2021-07-09 22:02:00,0.667
2021-07-09 22:03:00,0.37
2021-07-09 22:04:00,0.37
2021-07-09 22:05:00,0.37
2021-07-09 22:06:00,0.37
2021-07-09 22:07:00,0.37
2021-07-09 22:08:00,0.37
2021-07-09 22:09:00,0.37
2021-07-09 22:10:00,0.37
2021-07-09 22:11:00,0.37
2021-07-09 22:12:00,0.417
2021-07-09 22:13:00,0.417
2021-07-09 22:14:00,0.417
2021-07-09 22:15:00,0.417
2021-07-09 22:16:00,0.417
2021-07-09 22:17:00,0.417
2021-07-09 22:18:00,0.417
2021-07-09 22:19:00,0.417
2021-07-09 22:20:00,0.833
2021-07-09 22:21:00,0.833
2021-07-09 22:22:00,0.833
2021-07-09 22:23:00,0.833
2021-07-09 22:24:00,3.333
2021-07-09 22:25:00,1.111
2021-07-09 22:26:00,1.111
2021-07-09 22:27:00,1.111
2021-07-09 22:28:00,0.833
2021-07-09 22:29:00,0.833
2021-07-09 22:30:00,0.833
2021-07-09 22:31:00,0.833
2021-07-09 22:32:00,0.556
2021-07-09 22:33:00,0.556
2021-07-09 22:34:00,0.556
2021-07-09 22:35:00,0.556
2021-07-09 22:36:00,0.556
2021-07-09 22:37:00,0.556
2021-07-09 22:38:00,0.556
2021-07-09 22:39:00,0.556
2021-07-09 22:40:00,0.556
2021-07-09 22:41:00,0.556
2021-07-09 22:42:00,0.556
2021-07-09 22:43:00,0.556
2021-07-09 22:44:00,0.222
2021-07-09 22:45:00,0.222
2021-07-09 22:46:00,0.222
2021-07-09 22:47:00,0.222
2021-07-09 22:48:00,0.222
2021-07-09 22:49:00,0.222
2021-07-09 22:50:00,0.222
2021-07-09 22:51:00,0.222
2021-07-09 22:52:00,0.222
2021-07-09 22:53:00,0.222
2021-07-09 22:54:00,0.222
2021-07-09 22:55:00,0.222
2021-07-09 22:56:00,0.222
2021-07-09 22:57:00,0.222
2021-07-09 22:58:00,0.222
2021-07-10 04:36:00,0.0
2021-07-10 04:37:00,3.333
2021-07-10 04:38:00,0.222
2021-07-10 04:39:00,0.222
2021-07-10 04:40:00,0.222
2021-07-10 04:41:00,0.222
2021-07-10 04:42:00,0.222
2021-07-10 04:43:00,0.222
2021-07-10 04:44:00,0.222
2021-07-10 04:45:00,0.222
2021-07-10 04:46:00,0.222
2021-07-10 04:47:00,0.222
2021-07-10 04:48:00,0.222
2021-07-10 04:49:00,0.222
2021-07-10 04:50:00,0.222
2021-07-10 04:51:00,0.222
2021-07-10 04:52:00,0.222
2021-07-25 16:37:00,0.0
2021-07-25 16:38:00,3.333
2021-07-25 16:39:00,3.333
2021-07-25 16:40:00,0.556
2021-07-25 16:41:00,0.556
2021-07-25 16:42:00,0.556
2021-07-25 16:43:00,0.556
2021-07-25 16:44:00,0.556
2021-07-25 16:45:00,0.556
2021-07-25 16:46:00,1.667
2021-07-25 16:47:00,1.667
2021-07-25 16:48:00,3.333
2021-07-25 16:49:00,6.667
2021-07-25 16:50:00,3.333
2021-07-25 16:51:00,3.333
2021-07-25 16:52:00,1.111
2021-07-25 16:53:00,1.111
2021-07-25 16:54:00,1.111
2021-07-25 16:55:00,1.111
2021-07-25 16:56:00,1.111
2021-07-25 16:57:00,1.111
2021-07-25 16:58:00,0.476
2021-07-25 16:59:00,0.476
2021-07-25 17:00:00,0.476
2021-07-25 17:01:00,0.476
2021-07-25 17:02:00,0.476
2021-07-25 17:03:00,0.476
2021-07-25 17:04:00,0.476
2021-07-25 17:05:00,0.667
2021-07-25 17:06:00,0.667
2021-07-25 17:07:00,0.667
2021-07-25 17:08:00,0.667
2021-07-25 17:09:00,0.667
2021-07-25 17:10:00,0.667
2021-07-25 17:11:00,0.667
2021-07-25 17:12:00,0.667
2021-07-25 17:13:00,0.667
2021-07-25 17:14:00,0.667
2021-07-25 17:15:00,1.111
2021-07-25 17:16:00,1.111
2021-07-25 17:17:00,1.111
2021-07-25 17:18:00,0.333
2021-07-25 17:19:00,0.333
2021-07-25 17:20:00,0.333
2021-07-25 17:21:00,0.333
2021-07-25 17:22:00,0.333
2021-07-25 17:23:00,0.333
2021-07-25 17:24:00,0.333
2021-07-25 17:25:00,0.333
2021-07-25 17:26:00,0.333
2021-07-25 17:27:00,0.333
2021-07-25 17:28:00,0.476
2021-07-25 17:29:00,0.476
2021-07-25 17:30:00,0.476
2021-07-25 17:31:00,0.476
2021-07-25 17:32:00,0.476
2021-07-25 17:33:00,0.476
2021-07-25 17:34:00,0.476
2021-07-25 20:28:00,0.0
2021-07-25 20:29:00,3.333
2021-07-25 20:30:00,0.667
2021-07-25 20:31:00,0.667
2021-07-25 20:32:00,0.667
2021-07-25 20:33:00,0.667
2021-07-25 20:34:00,0.667
2021-07-25 23:08:00,0.0
2021-07-25 23:09:00,3.333
2021-07-25 23:10:00,3.333
2021-07-25 23:11:00,10.0
2021-07-25 23:12:00,13.333
2021-07-25 23:13:00,6.667
2021-07-25 23:14:00,6.667
2021-07-25 23:15:00,3.333
2021-07-25 23:16:00,3.333
2021-07-25 23:17:00,3.333
2021-07-25 23:18:00,10.0
2021-07-25 23:19:00,10.0
2021-07-25 23:20:00,16.667
2021-07-25 23:21:00,1.667
2021-07-25 23:22:00,1.667
2021-07-25 23:23:00,0.833
2021-07-25 23:24:00,0.833
2021-07-25 23:25:00,0.833
2021-07-25 23:26:00,0.833
2021-07-25 23:27:00,16.667
2021-07-25 23:28:00,16.667
2021-07-25 23:29:00,3.333
2021-07-26 22:56:00,0.0
2021-07-26 22:57:00,3.333
2021-07-26 22:58:00,0.37
2021-07-26 22:59:00,0.37
2021-07-26 23:00:00,0.37
2021-07-26 23:01:00,0.37
2021-07-26 23:02:00,0.37
2021-07-26 23:03:00,0.37
2021-07-26 23:04:00,0.37
2021-07-26 23:05:00,0.37
2021-07-26 23:06:00,0.37
2021-07-28 00:43:00,0.0
2021-07-28 00:44:00,3.333
2021-07-28 00:45:00,0.667
2021-07-28 00:46:00,0.667
2021-07-28 00:47:00,0.667
2021-07-28 00:48:00,0.667
2021-07-28 00:49:00,0.667
2021-07-28 00:50:00,0.833
2021-07-28 00:51:00,0.833
2021-07-28 00:52:00,0.833
2021-07-28 00:53:00,0.833
2021-07-28 00:54:00,1.111
2021-07-28 00:55:00,1.111
2021-07-28 00:56:00,1.111
2021-07-28 00:57:00,1.667
2021-07-28 00:58:00,1.667
2021-07-28 00:59:00,3.333
2021-07-28 01:00:00,0.222
2021-07-28 01:01:00,0.222
2021-07-28 01:02:00,0.222
2021-07-28 01:03:00,0.222
2021-07-28 01:04:00,0.222
2021-07-28 01:05:00,0.222
2021-07-28 01:06:00,0.222
2021-07-28 01:07:00,0.222
2021-07-28 01:08:00,0.222
2021-07-28 01:09:00,0.222
2021-07-28 01:10:00,0.222
2021-07-28 01:11:00,0.222
2021-07-28 01:12:00,0.222
2021-07-28 01:13:00,0.222
2021-07-28 01:14:00,0.222
2021-07-28 17:26:00,0.0
2021-07-28 17:27:00,3.333
2021-07-28 17:28:00,0.101
2021-07-28 17:29:00,0.101
2021-07-28 17:30:00,0.101
2021-07-28 17:31:00,0.101
2021-07-28 17:32:00,0.101
2021-07-28 17:33:00,0.101
2021-07-28 17:34:00,0.101
2021-07-28 17:35:00,0.101
2021-07-28 17:36:00,0.101
2021-07-28 17:37:00,0.101
2021-07-28 17:38:00,0.101
2021-07-28 17:39:00,0.101
2021-07-28 17:40:00,0.101
2021-07-28 17:41:00,0.101
2021-07-28 17:42:00,0.101
2021-07-28 17:43:00,0.101
2021-07-28 17:44:00,0.101
2021-07-28 17:45:00,0.101
2021-07-28 17:46:00,0.101
2021-07-28 17:47:00,0.101
2021-07-28 17:48:00,0.101
2021-07-28 17:49:00,0.101
2021-07-28 17:50:00,0.101
2021-07-28 17:51:00,0.101
2021-07-28 17:52:00,0.101
2021-07-28 17:53:00,0.101
2021-07-28 17:54:00,0.101
2021-07-28 17:55:00,0.101
2021-07-28 17:56:00,0.101
2021-07-28 17:57:00,0.101
2021-07-28 17:58:00,0.101
2021-07-28 17:59:00,0.101
2021-07-28 18:00:00,0.101
2021-07-28 18:01:00,3.333
2021-07-28 18:02:00,10.0
2021-07-28 18:03:00,13.333
2021-07-28 18:04:00,16.667
2021-07-28 18:05:00,10.0
2021-07-28 18:06:00,10.0
2021-07-28 18:07:00,3.333
2021-07-28 18:08:00,6.667
2021-07-28 18:09:00,3.333
2021-07-28 18:10:00,0.667
2021-07-28 18:11:00,0.667
2021-07-28 18:12:00,0.667
2021-07-28 18:13:00,0.667
2021-07-28 18:14:00,0.667
2021-07-28 18:15:00,0.417
2021-07-28 18:16:00,0.417
2021-07-28 18:17:00,0.417
2021-07-28 18:18:00,0.417
2021-07-28 18:19:00,0.417
2021-07-28 18:20:00,0.417
2021-07-28 18:21:00,0.417
2021-07-28 18:22:00,0.417
2021-07-28 18:23:00,0.37
2021-07-28 18:24:00,0.37
2021-07-28 18:25:00,0.37
2021-07-28 18:26:00,0.37
2021-07-28 18:27:00,0.37
2021-07-28 18:28:00,0.37
2021-07-28 18:29:00,0.37
2021-07-28 18:30:00,0.37
2021-07-28 18:31:00,0.37
2021-07-28 22:41:00,0.0
2021-07-28 22:42:00,3.333
2021-07-28 22:43:00,0.115
2021-07-28 22:44:00,0.115
2021-07-28 22:45:00,0.115
2021-07-28 22:46:00,0.115
2021-07-28 22:47:00,0.115
2021-07-28 22:48:00,0.115
2021-07-28 22:49:00,0.115
2021-07-28 22:50:00,0.115
2021-07-28 22:51:00,0.115
2021-07-28 22:52:00,0.115
2021-07-28 22:53:00,0.115
2021-07-28 22:54:00,0.115
2021-07-28 22:55:00,0.115
2021-07-28 22:56:00,0.115
2021-07-28 22:57:00,0.115
2021-07-28 22:58:00,0.115
2021-07-28 22:59:00,0.115
2021-07-28 23:00:00,0.115
2021-07-28 23:01:00,0.115
2021-07-28 23:02:00,0.115
2021-07-28 23:03:00,0.115
2021-07-28 23:04:00,0.115
2021-07-28 23:05:00,0.115
2021-07-28 23:06:00,0.115
2021-07-28 23:07:00,0.115
2021-07-28 23:08:00,0.115
2021-07-28 23:09:00,0.115
2021-07-28 23:10:00,0.115
2021-07-28 23:11:00,0.115
2021-07-28 23:12:00,0.833
2021-07-28 23:13:00,0.833
2021-07-28 23:14:00,0.833
2021-07-28 23:15:00,0.833
2021-07-28 23:16:00,0.556
2021-07-28 23:17:00,0.556
2021-07-28 23:18:00,0.556
2021-07-28 23:19:00,0.556
2021-07-28 23:20:00,0.556
2021-07-28 23:21:00,0.556
2021-07-29 06:02:00,0.0
2021-07-29 06:03:00,3.333
2021-07-29 06:04:00,0.556
2021-07-29 06:05:00,0.556
2021-07-29 06:06:00,0.556
2021-07-29 06:07:00,0.556
2021-07-29 06:08:00,0.556
2021-07-29 06:09:00,0.556
2021-07-29 07:50:00,0.0
2021-07-29 07:51:00,3.333
2021-07-29 07:52:00,1.667
2021-07-29 07:53:00,1.667
2021-07-29 07:54:00,3.333
2021-07-29 07:55:00,3.333
2021-07-29 07:56:00,1.111
2021-07-29 07:57:00,1.111
2021-07-29 07:58:00,1.111
2021-07-29 10:36:00,0.0
2021-07-29 10:37:00,3.333
2021-07-29 10:38:00,1.111
2021-07-29 10:39:00,1.111
2021-07-29 10:40:00,1.111
2021-07-29 10:41:00,1.111
2021-07-29 10:42:00,1.111
2021-07-29 10:43:00,1.111
2021-07-29 10:44:00,1.667
2021-07-29 10:45:00,1.667
2021-07-29 10:46:00,1.667
2021-07-29 10:47:00,1.667
2021-07-29 10:48:00,1.111
2021-07-29 10:49:00,1.111
2021-07-29 10:50:00,1.111
2021-07-29 10:51:00,3.333
2021-07-29 10:52:00,1.667
2021-07-29 10:53:00,1.667
2021-07-29 10:54:00,1.111
2021-07-29 10:55:00,1.111
2021-07-29 10:56:00,1.111
2021-07-29 10:57:00,0.196
2021-07-29 10:58:00,0.196
2021-07-29 10:59:00,0.196
2021-07-29 11:00:00,0.196
2021-07-29 11:01:00,0.196
2021-07-29 11:02:00,0.196
2021-07-29 11:03:00,0.196
2021-07-29 11:04:00,0.196
2021-07-29 11:05:00,0.196
2021-07-29 11:06:00,0.196
2021-07-29 11:07:00,0.196
2021-07-29 11:08:00,0.196
2021-07-29 11:09:00,0.196
2021-07-29 11:10:00,0.196
2021-07-29 11:11:00,0.196
2021-07-29 11:12:00,0.196
2021-07-29 11:13:00,0.196
2021-07-29 14:01:00,0.0
2021-07-29 14:02:00,3.333
2021-07-29 14:03:00,0.667
2021-07-29 14:04:00,0.667
2021-07-29 14:05:00,0.667
2021-07-29 14:06:00,0.667
2021-07-29 14:07:00,0.667
2021-07-29 14:08:00,0.065
